Sps,lan,lat,Source,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Zmar,144.9059,43.0622,OBIS,1411530,3397.24902619,144.875,43.0416666667,2
Zmar,-5.781870282,57.74307547,OBIS,1071185,3913.10957324,-5.79166666667,57.7083333333,2
Zmar,-60.89,46.06,OBIS,1334806,2345.26152725,-60.875,46.0416666667,2
Zmar,-132.5266571,54.05971909,OBIS,1158768,2236.93489535,-132.541666667,54.0416666667,2
Zmar,-132.5935364,53.97761154,OBIS,1160626,2977.88121927,-132.625,53.9583333333,2
Zmar,-60.7,46.12,OBIS,1332804,850.732250608,-60.7083333333,46.125,2
Zmar,18.68997,59.52012,OBIS,1026512,2615.66428985,18.7083333333,59.5416666667,2
Zmar,-60.49,45.95,OBIS,1336819,2623.94993026,-60.4583333333,45.9583333333,2
Zmar,4.761,53.1,GBIF,1179204,3457.98086836,4.79166666667,53.125,2
Zmar,-116.05,30.466667,GBIF,1779340,1222.29989809,-116.041666667,30.4583333333,2
Zmar,-117.25881,32.8332,GBIF,1710296,5539.33937261,-117.291666667,32.7916666667,2
Zmar,-117.25378,32.74763,GBIF,1712848,5621.82130274,-117.291666667,32.7083333333,2
Zmar,-118.08878,33.73675,GBIF,1681989,4604.78564794,-118.125,33.7083333333,2
Zmar,-112.19527,29.01972,GBIF,1821363,2745.22304866,-112.208333333,29.0416666667,2
Zmar,-118.275,29.1625,GBIF,1818764,4461.60506943,-118.291666667,29.125,2
Zmar,11.357355,63.93539,GBIF,948451,2699.9687819,11.375,63.9583333333,2
Zmar,145.32,43.29,GBIF,1404948,2306.84429934,145.291666667,43.2916666667,2
Zmar,-158.4615,56.1858,GBIF,1106664,2516.67168371,-158.458333333,56.2083333333,2
Zmar,19.89076,60.085268,GBIF,1013424,4512.66699718,19.875,60.125,2
Zmar,21.398823,60.594341,GBIF,1003383,3656.8083732,21.375,60.625,2
Zmar,-130.3,54.3,GBIF,1153120,1074.62314731,-130.291666667,54.2916666667,2
Zmar,-128.1,52.2,GBIF,1197459,1944.46180106,-128.125,52.2083333333,2
Zmar,-153.86069,59.11621,GBIF,1034953,1276.92206274,-153.875,59.125,2
Zmar,-132.4,53.1,GBIF,1178489,3247.02676082,-132.375,53.125,2
Zmar,-153.19,57.2,GBIF,1082412,1445.34061084,-153.208333333,57.2083333333,2
Zmar,-122.45639,37.89472,GBIF,1556227,2195.47351724,-122.458333333,37.875,2
Zmar,-77.2,55.65,GBIF,1121409,2832.42267033,-77.2083333333,55.625,2
Zmar,32.70692,67.07245,GBIF,907706,3433.58889009,32.7083333333,67.0416666667,2
Zmar,25.82252,60.271153,GBIF,1009997,2852.64797667,25.7916666667,60.2916666667,2
Zmar,-112.190737,29.15404901,GBIF,1818823,3646.71566916,-112.208333333,29.125,2
Zmar,-112.211849,29.23071318,GBIF,1816295,2504.01139506,-112.208333333,29.2083333333,2
Zmar,145.0228,43.0359,GBIF,1411532,1665.57350102,145.041666667,43.0416666667,2
Zmar,-54.196389,48.393056,GBIF,1281365,2194.06696591,-54.2083333333,48.375,2
Zmar,-82.0,53.0,GBIF,1180247,5414.70927394,-81.9583333333,53.0416666667,2
Zmar,-78.7,52.616667,GBIF,1188882,1085.52911799,-78.7083333333,52.625,2
Zmar,12.489296,56.902095,GBIF,1091813,3558.87786056,12.4583333333,56.875,2
Zmar,5.64729,59.3625,GBIF,1030349,1882.92603784,5.625,59.375,2
Zmar,10.4451,59.8357,GBIF,1018912,4440.77377551,10.4583333333,59.875,2
Zmar,6.877978165,58.19645362,GBIF,1058720,1334.71398496,6.875,58.2083333333,2
Zmar,12.43757,65.86246,GBIF,922826,1689.11947162,12.4583333333,65.875,2
Zmar,5.404,59.7541,GBIF,1020794,4491.19206027,5.375,59.7916666667,2
Zmar,7.183,62.8513,GBIF,965062,2939.62002747,7.20833333333,62.875,2
Zmar,37.295837,44.948642,GBIF,1361867,1126.16095862,37.2916666667,44.9583333333,2
Zmar,-1.614167,49.638611,GBIF,1254037,1704.16362158,-1.625,49.625,2
Zmar,10.1475,54.373056,GBIF,1151971,1478.12206201,10.125,54.375,2
Zmar,17.3134,68.2856,GBIF,889375,1124.0776265,17.2916666667,68.2916666667,2
Zmar,-77.2,55.75,GBIF,1117366,4668.45831662,-77.2083333333,55.7916666667,2
Zmar,-78.866667,51.916667,GBIF,1202635,4671.34042978,-78.875,51.9583333333,2
Zmar,-79.150278,51.8175,GBIF,1206038,3361.81115655,-79.125,51.7916666667,2
Zmar,-154.0,57.0,GBIF,1086503,5285.30377476,-154.041666667,57.0416666667,2
Zmar,24.25,59.35,GBIF,1030441,3656.68528577,24.2916666667,59.375,2
Zmar,23.416667,59.05,GBIF,1038343,2565.44301434,23.4583333333,59.0416666667,2
Zmar,-132.55,56.31,GBIF,1104960,2105.5462685,-132.541666667,56.2916666667,2
Zmar,5.2688,60.2428,GBIF,1011636,4043.84078677,5.29166666667,60.2083333333,2
Zmar,5.4759,59.6093,GBIF,1024587,2010.56349806,5.45833333333,59.625,2
Zmar,1.738608,52.646679,GBIF,1189480,3165.55374041,1.70833333333,52.625,2
Zmar,-63.574071,44.610674,GBIF,1369300,3024.74133537,-63.5416666667,44.625,2
Zmar,-73.13027,41.17194,GBIF,1460785,4065.86467366,-73.125,41.2083333333,2
Zmar,10.1339,63.9804,GBIF,948444,2498.25737264,10.125,63.9583333333,2
Zmar,-21.953,64.129,GBIF,945722,516.071684193,-21.9583333333,64.125,2
Zmar,-22.735,65.061,GBIF,933214,2494.56951318,-22.7083333333,65.0416666667,2
Zmar,-22.39,64.797,GBIF,936424,928.455331435,-22.375,64.7916666667,2
Zmar,-50.22,64.47,Krause-Jensen et al 2020,940736,1416.6317882,-50.2083333333,64.4583333333,2
Zmar,-51.09,64.75,Wilson and Lotze 2020,936193,4934.84631474,-51.125,64.7916666667,2
Zmar,-79.07,53.94,Wilson and Lotze 2020,1160690,2761.24026855,-79.0416666667,53.9583333333,2
Zmar,-78.98,53.58,Wilson and Lotze 2020,1169840,4501.47404647,-78.9583333333,53.5416666667,2
Zmar,-78.98,53.33,Wilson and Lotze 2020,1175129,4504.00635489,-78.9583333333,53.2916666667,2
Zmar,-78.93,53.23,Wilson and Lotze 2020,1176857,3065.31687786,-78.9583333333,53.2083333333,2
Zmar,-78.96,53.12,Wilson and Lotze 2020,1178562,567.519528518,-78.9583333333,53.125,2
Zmar,-78.53,52.31,Wilson and Lotze 2020,1195792,2189.7535132,-78.5416666667,52.2916666667,2
Zmar,-78.59,52.24,Wilson and Lotze 2020,1197504,4258.64037338,-78.625,52.2083333333,2
Zmar,-57.24,51.49,Wilson and Lotze 2020,1213062,4153.72443342,-57.2083333333,51.4583333333,2
Zmar,141.36589,40.96065,GBIF,1468827,808.942104598,141.375,40.9583333333,2
Zmar,138.7498,34.7362,GBIF,1652468,4897.22401067,138.708333333,34.7083333333,2
Zmar,137.016667,36.916667,GBIF,1584690,5132.3590744,137.041666667,36.9583333333,2
Zmar,138.965274,34.659614,GBIF,1655016,3892.24150566,138.958333333,34.625,2
Zmar,139.578041,35.257454,GBIF,1635065,5035.8632813,139.541666667,35.2916666667,2
Zmar,137.239938,37.370932,GBIF,1572319,2835.55834838,137.208333333,37.375,2
Zmar,33.4045952,44.57663707,OBIS,1372249,4542.00775665,33.375,44.5416666667,1
Zmar,16.59167,57.037,OBIS,1087764,2089.0705052,16.625,57.0416666667,1
Zmar,12.88168,55.5351,OBIS,1124256,844.010959485,12.875,55.5416666667,1
Zmar,15.75599,56.06156,OBIS,1112081,3138.12894676,15.7916666667,56.0416666667,1
Zmar,17.57473,58.77527,OBIS,1044360,2644.34852828,17.5416666667,58.7916666667,1
Zmar,15.41519,56.16254,OBIS,1110024,4869.55436269,15.375,56.125,1
Zmar,12.5495,56.197,OBIS,1107974,1352.33313749,12.5416666667,56.2083333333,1
Zmar,-4.324613907,52.89700212,OBIS,1184299,3303.59790865,-4.29166666667,52.875,1
Zmar,16.39555,56.19575,OBIS,1107986,1894.70551778,16.375,56.2083333333,1
Zmar,18.591667,54.493333,OBIS,1150117,4455.06551984,18.625,54.4583333333,1
Zmar,-152.729683,57.822933,OBIS,1068011,3706.36467879,-152.708333333,57.7916666667,1
Zmar,11.94357,57.51535,OBIS,1075494,3061.41009851,11.9583333333,57.5416666667,1
Zmar,-58.02613,48.96542,OBIS,1268401,1384.0139433,-58.0416666667,48.9583333333,1
Zmar,25.28082,59.52411,OBIS,1026591,2049.92569165,25.2916666667,59.5416666667,1
Zmar,16.57318,56.80485,OBIS,1093840,2421.29175615,16.5416666667,56.7916666667,1
Zmar,23.99904,59.348,OBIS,1030437,3795.59906758,23.9583333333,59.375,1
Zmar,-70.75,41.36999893,OBIS,1456186,3529.79473571,-70.7083333333,41.375,1
Zmar,-60.72,45.92,OBIS,1336816,4355.7509523,-60.7083333333,45.9583333333,1
Zmar,12.58248,56.43512,OBIS,1101923,3607.84176388,12.5416666667,56.4583333333,1
Zmar,-2.53475,50.618033,OBIS,1231498,916.642947114,-2.54166666667,50.625,1
Zmar,18.11645,58.88365,OBIS,1042329,1082.4081653,18.125,58.875,1
Zmar,-131.1533508,52.20272064,OBIS,1197423,2036.2843793,-131.125,52.2083333333,1
Zmar,-151.5738201,59.4815982,OBIS,1027188,3168.57493989,-151.541666667,59.4583333333,1
Zmar,18.53694,54.73361,OBIS,1144301,2830.19392638,18.5416666667,54.7083333333,1
Zmar,16.57503,57.34103,OBIS,1079586,4283.01441293,16.5416666667,57.375,1
Zmar,12.82433,55.8345,OBIS,1116167,4951.531727,12.7916666667,55.875,1
Zmar,16.36465,56.41342,OBIS,1103942,4325.5134406,16.375,56.375,1
Zmar,-7.161975062,57.63035038,OBIS,1073250,2288.04387358,-7.125,57.625,1
Zmar,14.45744,55.98279,OBIS,1114122,2723.60814583,14.4583333333,55.9583333333,1
Zmar,-64.97202,43.86828,OBIS,1388594,1329.57129886,-64.9583333333,43.875,1
Zmar,-58.37377,49.06002,OBIS,1266533,2043.0667638,-58.375,49.0416666667,1
Zmar,32.99606909,45.3443607,OBIS,1351683,4509.69974874,32.9583333333,45.375,1
Zmar,33.55501865,45.91372005,OBIS,1339587,4426.70293526,33.5416666667,45.875,1
Zmar,17.09054,57.3429,OBIS,1079593,4132.9294741,17.125,57.375,1
Zmar,-3.734551661,57.6358194,OBIS,1073275,1976.17423471,-3.70833333333,57.625,1
Zmar,23.26063,58.9424,OBIS,1040357,2518.22558981,23.2916666667,58.9583333333,1
Zmar,16.94488,58.21447,OBIS,1058767,1045.28200858,16.9583333333,58.2083333333,1
Zmar,-1.8618,55.6689,OBIS,1120058,4468.15911207,-1.875,55.7083333333,1
Zmar,16.39145,56.59139,OBIS,1097889,3876.50538936,16.375,56.625,1
Zmar,-7.397710792,57.03634415,OBIS,1087573,1500.7463745,-7.375,57.0416666667,1
Zmar,16.94299,58.47569,OBIS,1052558,2130.59465215,16.9583333333,58.4583333333,1
Zmar,11.75393,58.3313,OBIS,1056682,4937.70289946,11.7916666667,58.2916666667,1
Zmar,-4.155440026,57.83961583,OBIS,1067004,4335.51056413,-4.125,57.875,1
Zmar,-4.182948435,57.48599027,OBIS,1077379,3436.11758484,-4.20833333333,57.4583333333,1
Zmar,-70.66661835,41.96278,OBIS,1440063,3485.41236599,-70.625,41.9583333333,1
Zmar,11.78276,57.78035,OBIS,1069288,1367.21031896,11.7916666667,57.7916666667,1
Zmar,-2.504126644,56.72133962,OBIS,1095686,2717.00849185,-2.54166666667,56.7083333333,1
Zmar,-122.83175,49.03,OBIS,1266435,3205.2078861,-122.791666667,49.0416666667,1
Zmar,-4.196679,50.327792,OBIS,1238775,4103.26294021,-4.20833333333,50.2916666667,1
Zmar,-58.09636,49.12639,OBIS,1264667,2096.06974569,-58.125,49.125,1
Zmar,24.267029,58.28317,OBIS,1056767,1727.49859815,24.2916666667,58.2916666667,1
Zmar,23.46932,58.57366,OBIS,1050578,3620.58731784,23.4583333333,58.5416666667,1
Zmar,-5.050574501,51.70588294,OBIS,1208376,673.41404917,-5.04166666667,51.7083333333,1
Zmar,-70.69000244,41.68999863,OBIS,1446969,2544.62761158,-70.7083333333,41.7083333333,1
Zmar,-146.703889,60.896667,OBIS,997551,2426.32527817,-146.708333333,60.875,1
Zmar,16.67306,57.84048,OBIS,1067199,4377.97336561,16.7083333333,57.875,1
Zmar,-123.4466,48.6539,OBIS,1275750,3328.06331511,-123.458333333,48.625,1
Zmar,-70.61000061,41.52000046,OBIS,1451577,2712.46502659,-70.625,41.5416666667,1
Zmar,13.8395,55.41862,OBIS,1126280,4959.54673004,13.875,55.4583333333,1
Zmar,21.94781,58.40429,OBIS,1054676,3320.00500793,21.9583333333,58.375,1
Zmar,-64.9181152,46.8517326,OBIS,1315129,4011.81059624,-64.9583333333,46.875,1
Zmar,14.80876,56.15779,OBIS,1110017,3802.47297249,14.7916666667,56.125,1
Zmar,19.06074,57.86237,OBIS,1067227,1805.57901028,19.0416666667,57.875,1
Zmar,18.6511,59.09634,OBIS,1036259,3525.45503915,18.625,59.125,1
Zmar,-147.436183,60.656133,OBIS,1002218,3674.57457699,-147.458333333,60.625,1
Zmar,22.178,58.1046,OBIS,1060922,2891.26584664,22.2083333333,58.125,1
Zmar,-60.54,46.07,OBIS,1334810,3151.95815515,-60.5416666667,46.0416666667,1
Zmar,22.86859,58.62593,OBIS,1048528,386.548935814,22.875,58.625,1
Zmar,0.937722,52.961461,OBIS,1182583,1428.13385304,0.958333333333,52.9583333333,1
Zmar,24.74568,59.57465,OBIS,1026584,4238.0531396,24.7083333333,59.5416666667,1
Zmar,-132.0797272,53.21477127,OBIS,1176780,2641.78497712,-132.041666667,53.2083333333,1
Zmar,-131.8200684,53.24208832,OBIS,1176783,4208.35545211,-131.791666667,53.2083333333,1
Zmar,-124.072,49.253,OBIS,1260812,4833.77620099,-124.041666667,49.2916666667,1
Zmar,-5.433784251,57.8842552,OBIS,1066998,1784.3826292,-5.45833333333,57.875,1
Zmar,11.5661,58.058,OBIS,1062955,2321.87680028,11.5416666667,58.0416666667,1
Zmar,-61.09,45.7,OBIS,1342857,2878.70086575,-61.125,45.7083333333,1
Zmar,35.29839218,44.96588717,OBIS,1361843,993.114283322,35.2916666667,44.9583333333,1
Zmar,3.98333,51.73333,OBIS,1208426,3273.95841699,3.95833333333,51.7083333333,1
Zmar,23.54002,58.75842,OBIS,1044430,3704.61175217,23.5416666667,58.7916666667,1
Zmar,2.99054,42.81528,OBIS,1417835,3717.76136858,2.95833333333,42.7916666667,1
Zmar,-131.6583557,52.66154861,OBIS,1188800,4651.79177367,-131.625,52.625,1
Zmar,-5.775667393,56.71097207,OBIS,1095680,1022.97852498,-5.79166666667,56.7083333333,1
Zmar,36.60869009,45.35342656,OBIS,1351701,2716.89518049,36.625,45.375,1
Zmar,18.22364,59.06404,OBIS,1038280,2642.56717735,18.2083333333,59.0416666667,1
Zmar,-69.95290375,41.80870056,OBIS,1444683,1945.0141097,-69.9583333333,41.7916666667,1
Zmar,-123.494,48.80672,OBIS,1272028,3109.36482906,-123.458333333,48.7916666667,1
Zmar,13.23123,55.35376,OBIS,1128311,2774.83849968,13.2083333333,55.375,1
Zmar,19.47555,59.41295,OBIS,1030383,4339.39620945,19.4583333333,59.375,1
Zmar,22.99488,58.35955,OBIS,1054678,2745.2672592,22.9583333333,58.375,1
Zmar,-59.7833,43.9833,OBIS,1386475,2854.1768702,-59.7916666667,43.9583333333,1
Zmar,-6.353410688,57.05369272,OBIS,1087585,1873.64821305,-6.375,57.0416666667,1
Zmar,33.59968928,46.10314436,OBIS,1333551,3119.29648643,33.625,46.125,1
Zmar,16.45004,58.64683,OBIS,1048451,2478.86728909,16.4583333333,58.625,1
Zmar,16.94244,57.03052,OBIS,1087768,1572.23608387,16.9583333333,57.0416666667,1
Zmar,-131.3510132,52.35889053,OBIS,1193982,2425.45129733,-131.375,52.375,1
Zmar,18.81842,57.69358,OBIS,1071406,2290.06193351,18.7916666667,57.7083333333,1
Zmar,-131.9278259,53.36589813,OBIS,1173310,2269.25107646,-131.958333333,53.375,1
Zmar,22.45736,58.75242,OBIS,1044419,4372.09475805,22.4583333333,58.7916666667,1
Zmar,-9.91854,52.23462,OBIS,1198055,3993.8231365,-9.95833333333,52.2083333333,1
Zmar,19.05152,59.64433,OBIS,1024603,2224.0637971,19.0416666667,59.625,1
Zmar,-131.9255219,53.04650879,OBIS,1180206,2265.63952802,-131.958333333,53.0416666667,1
Zmar,21.0,63.5,OBIS,954751,5086.47091966,21.0416666667,63.5416666667,1
Zmar,21.7961,59.920567,OBIS,1017081,4214.88716033,21.7916666667,59.9583333333,1
Zmar,-131.0725098,52.06304932,OBIS,1200855,3183.8887229,-131.041666667,52.0416666667,1
Zmar,-0.230834737,54.16212281,OBIS,1157598,4385.90193666,-0.208333333333,54.125,1
Zmar,-132.0147858,52.78369904,OBIS,1185360,2018.69071815,-132.041666667,52.7916666667,1
Zmar,-133.058075,54.15364838,OBIS,1156889,3364.27697485,-133.041666667,54.125,1
Zmar,-1.290324482,60.19209351,OBIS,1011557,1810.90168573,-1.29166666667,60.2083333333,1
Zmar,-70.10529327,43.82093811,OBIS,1390717,3618.29280891,-70.125,43.7916666667,1
Zmar,-72.35810852,41.1122818,OBIS,1463110,2001.86039894,-72.375,41.125,1
Zmar,18.74268,57.2958,OBIS,1081653,2121.39129526,18.7083333333,57.2916666667,1
Zmar,-70.68071747,42.61302948,OBIS,1421618,2627.08375327,-70.7083333333,42.625,1
Zmar,3.029999971,43.02999878,OBIS,1411150,1607.52811203,3.04166666667,43.0416666667,1
Zmar,16.68636,57.60004,OBIS,1073446,3074.45353553,16.7083333333,57.625,1
Zmar,-123.345,48.505,OBIS,1277596,4640.64207094,-123.375,48.5416666667,1
Zmar,22.70312,59.07409,OBIS,1038334,3624.19993101,22.7083333333,59.0416666667,1
Zmar,22.06693,58.91729,OBIS,1040346,4797.81110176,22.0416666667,58.9583333333,1
Zmar,-131.6933441,52.76789093,OBIS,1185364,2832.55387904,-131.708333333,52.7916666667,1
Zmar,-1.253526682,50.75478717,OBIS,1227903,4906.07499449,-1.29166666667,50.7916666667,1
Zmar,8.420517182,55.01196869,OBIS,1136348,4096.20925652,8.45833333333,55.0416666667,1
Zmar,18.17714,57.39047,OBIS,1079606,2547.20497158,18.2083333333,57.375,1
Zmar,-4.594786999,53.28618187,OBIS,1175712,2105.28494963,-4.625,53.2916666667,1
Zmar,-5.456940918,50.10668603,OBIS,1242563,2039.51957257,-5.45833333333,50.125,1
Zmar,-131.4376831,52.57754898,OBIS,1190535,4231.3870764,-131.458333333,52.5416666667,1
Zmar,12.09967,57.222,OBIS,1083665,2158.40609311,12.125,57.2083333333,1
Zmar,33.29767771,46.07019512,OBIS,1335554,3204.94316335,33.2916666667,46.0416666667,1
Zmar,-70.906416,42.420889,OBIS,1426185,4897.1338278,-70.875,42.4583333333,1
Zmar,17.14645,58.64771,OBIS,1048459,2819.77701359,17.125,58.625,1
Zmar,-131.6042786,52.96284103,OBIS,1181926,1480.04862226,-131.625,52.9583333333,1
Zmar,-70.72779846,43.05804062,OBIS,1410412,2413.30993763,-70.7083333333,43.0416666667,1
Zmar,-71.07692719,41.51361847,OBIS,1451572,4285.39500861,-71.0416666667,41.5416666667,1
Zmar,-131.725174,52.49887848,OBIS,1192258,4654.54856815,-131.708333333,52.4583333333,1
Zmar,12.523,55.928001,OBIS,1114115,3572.96562594,12.5416666667,55.9583333333,1
Zmar,-74.62973334,39.202,OBIS,1516811,813.348846848,-74.625,39.2083333333,1
Zmar,25.742119,59.65416,OBIS,1024683,3766.3172176,25.7083333333,59.625,1
Zmar,-60.34,46.22,OBIS,1330814,2995.94762088,-60.375,46.2083333333,1
Zmar,23.48489,59.19045,OBIS,1034324,2504.32322693,23.4583333333,59.2083333333,1
Zmar,14.28097,55.4584,OBIS,1126283,676.738985587,14.2916666667,55.4583333333,1
Zmar,-74.06936667,39.68196665,OBIS,1502416,3770.26581275,-74.0416666667,39.7083333333,1
Zmar,-70.24314117,43.66230011,OBIS,1395094,5006.21234061,-70.2083333333,43.625,1
Zmar,0.730000019,40.61999893,OBIS,1477596,1915.56088686,0.708333333333,40.625,1
